firm_name,year,successful_investments,out_of_business,corporate_venture_firm,monetary_size_deals_year_usdmn,early_stage_investor,first_investment_year,venture_firm_industry,venture_firm_location
.406 Ventures,2007,0,0,0,59.5,1,2007,Software,USnonCA
.406 Ventures,2008,0,0,0,81.5,1,2007,Software,USnonCA
.406 Ventures,2009,0,0,0,39.799999,1,2007,Software,USnonCA
.406 Ventures,2010,3,0,0,31.75,1,2007,Software,USnonCA
.406 Ventures,2011,0,0,0,77,1,2007,Software,USnonCA
.406 Ventures,2012,1,0,0,122.8,1,2007,Software,USnonCA
.406 Ventures,2013,0,0,0,48.799999,1,2007,Software,USnonCA
.406 Ventures,2014,4,0,0,69.379997,1,2007,Software,USnonCA
1&12 Ventures,2011,0,1,0,.46000001,0,2011,Other Tech,USnonCA
1-800-Flowers.com,2003,0,0,0,1.2,1,2003,Other,California
1-800-Flowers.com,2005,0,0,0,3.25,1,2003,Other,California
1-800-Flowers.com,2012,0,0,0,2,1,2003,Other,California
101 Startups,2004,0,0,0,5.4000001,1,2004,Software,California
101 Startups,2013,0,0,0,.76999998,1,2004,Software,California
10X Venture Partners,2013,0,0,0,1.38,1,2012,Internet,USnonCA
10ipt10 ApS,2008,0,0,0,10.25,0,2008,Other Tech,Other
10ipt10 ApS,2011,0,1,0,6,0,2008,Other Tech,Other
11i Solutions,2011,0,1,0,,0,2011,Other,USnonCA
123Venture,2003,0,0,0,11.11,0,2003,Other Tech,Europe
123Venture,2005,0,0,0,40.57,0,2003,Other Tech,Europe
123Venture,2006,0,0,0,57.469997,0,2003,Other Tech,Europe
123Venture,2007,0,0,0,28.299999,0,2003,Other Tech,Europe
123Venture,2008,0,0,0,8.0299997,0,2003,Other Tech,Europe
123Venture,2009,0,0,0,16.83,0,2003,Other Tech,Europe
123Venture,2010,0,0,0,19.02,0,2003,Other Tech,Europe
123Venture,2011,0,0,0,15.06,0,2003,Other Tech,Europe
123Venture,2012,0,0,0,8.9800005,0,2003,Other Tech,Europe
123Venture,2013,0,0,0,36.950001,0,2003,Other Tech,Europe
123Venture,2014,0,0,0,7.5300002,0,2003,Other Tech,Europe
186K Ventures,2012,0,0,0,1.25,1,2012,Software,USnonCA
1A Private Equity,2009,0,1,0,,0,2009,Other Tech,Europe
1C Company,2010,0,0,0,7,1,2010,Software,Europe
1C Company,2012,2,0,0,,1,2010,Software,Europe
1C Company,2013,0,0,0,6,1,2010,Software,Europe
1st Holdings,2011,0,1,0,1.33,1,2011,Software,Asia
1st Source Bank,2014,0,0,0,1.3,0,2014,Software,USnonCA
1st Source Capital,2008,0,1,0,2.5,0,2008,Other,Other
1stdibs,2012,0,0,0,,0,2012,Internet,Europe
1to1 Venture Partners,2000,0,0,1,4,0,2000,Other Tech,USnonCA
1to1 Venture Partners,2001,0,0,1,20,0,2000,Other Tech,USnonCA
1to1 Venture Partners,2002,0,0,1,2.5,0,2000,Other Tech,USnonCA
1to1 Venture Partners,2003,0,0,1,8,0,2000,Other Tech,USnonCA
1to1 Venture Partners,2006,1,0,1,,0,2000,Other Tech,USnonCA
1to1 Venture Partners,2007,0,1,1,,0,2000,Other Tech,USnonCA
20/20 HealthCare Partners,2009,0,0,0,12.3,0,2008,Medical,Other
20/20 HealthCare Partners,2010,0,0,0,3.8,0,2008,Medical,Other
20/20 HealthCare Partners,2012,0,0,0,,0,2008,Medical,Other
2020 Ventures,2010,0,0,0,.75,1,2010,Internet,California
2020 Ventures,2011,0,0,0,.40000001,1,2010,Internet,California
2020 Ventures,2013,0,0,0,1.3,1,2010,Internet,California
2080 Media,2008,0,1,0,,0,2008,Other Tech,USnonCA
20K Industries,2013,0,0,0,.80000001,1,2013,Software,USnonCA
212 Capital Partners,2013,0,0,0,9,1,2012,Internet,USnonCA
212 Ventures,2001,0,1,0,8,1,2001,Other Tech,USnonCA
21Ventures,2006,0,0,0,11.75,1,2005,Other Tech,California
21Ventures,2007,0,0,0,15.59,1,2005,Other Tech,California
21Ventures,2008,0,0,0,45.099998,1,2005,Other Tech,California
21Ventures,2009,0,0,0,14,1,2005,Other Tech,California
21Ventures,2010,0,1,0,.5,1,2005,Other Tech,California
21ViaNet,2012,0,0,0,,1,2012,Internet,USnonCA
21ViaNet,2014,0,0,0,3,1,2012,Internet,USnonCA
21st Century Group,2000,0,0,0,1.21,1,2000,Medical,USnonCA
21st Century Group,2007,0,1,0,4.4000001,1,2000,Medical,USnonCA
21st Century Internet Venture Partners,1999,0,1,0,10,0,1999,Software,USnonCA
23andMe,2012,0,0,0,,0,2012,Medical,California
24/7,2013,1,0,0,,0,2013,Internet,California
24Haymarket,2013,0,0,0,4.73,1,2013,Medical,Europe
24Haymarket,2014,0,0,0,3.8199999,1,2013,Medical,Europe
2B Angels,2011,0,0,0,11.8,1,2011,Software,Other
2B Angels,2012,0,0,0,1.5,1,2011,Software,Other
2B Angels,2013,0,0,0,5.8000002,1,2011,Software,Other
2B Angels,2014,0,0,0,18.93,1,2011,Software,Other
2M Companies,2003,0,0,0,14,0,2003,Other Tech,California
2M Companies,2004,0,0,0,18,0,2003,Other Tech,California
2M Companies,2005,0,0,0,4.5,0,2003,Other Tech,California
2M Companies,2006,0,0,0,36,0,2003,Other Tech,California
2M Companies,2011,0,1,0,1,0,2003,Other Tech,California
2Wire,2007,0,1,0,,0,2007,Software,California
2x CPGP Management Company,2011,0,1,0,2.5,0,2010,Other,USnonCA
3 Wise Ventures,2010,0,1,0,1.1,1,2010,Internet,California
32 Degrees Capital,2014,0,0,0,23.879999,0,2014,Other,Other
33Across,2012,0,0,0,,0,2012,Internet,California
350 Capital,2013,0,0,0,3.3,0,2013,Other Tech,Other
350 Investment Partners,2011,0,1,0,18.040001,0,2011,Other Tech,Europe
365 Retail Markets,2013,0,0,0,1.2,1,2013,Software,USnonCA
37 Angels,2014,0,0,0,1.1,1,2014,Internet,USnonCA
37 Technology Ventures,2012,0,0,0,2.2,1,2012,Other Tech,California
37 Technology Ventures,2013,0,0,0,,1,2012,Other Tech,California
37 Ventures Inc,2013,0,0,0,1.45,1,2013,Other Tech,California
37signals,2010,0,1,0,,0,2010,Other Tech,USnonCA
3Com Corp,2002,0,0,0,75,0,2000,Other Tech,California
3Com Corp,2004,0,0,0,30,0,2000,Other Tech,California
3Com Corp,2006,0,1,0,22.200001,0,2000,Other Tech,California
3Com Ventures,1999,0,0,0,7.4000001,0,1999,Other Tech,California
3Com Ventures,2000,0,0,0,130,0,1999,Other Tech,California
3Com Ventures,2001,0,1,0,,0,1999,Other Tech,California
3Degrees,2014,0,0,0,.88,1,2014,Software,USnonCA
3G Capital,2012,0,0,0,3.8,0,2012,Other Tech,California
3G Capital,2013,0,0,0,,0,2012,Other Tech,California
3G Capital,2014,0,0,0,8,0,2012,Other Tech,California
3GUpload,2006,0,1,0,,0,2006,Other Tech,Other
3M Co,2012,0,0,0,,0,2012,Other Tech,California
3M Co,2013,0,0,0,14,0,2012,Other Tech,California
3M New Ventures,2012,0,0,0,2.8,0,2010,Other Tech,California
3M New Ventures,2013,0,0,0,2.4000001,0,2010,Other Tech,California
3M Pension Plan,2012,0,0,0,15.5,0,2012,Other Tech,California
3T Capital,2012,0,0,0,.13,0,2012,Software,Europe
3T Capital,2013,1,0,0,10.849999,0,2012,Software,Europe
3T Capital,2014,0,0,0,1.64,0,2012,Software,Europe
3TS Capital Partners,2000,0,0,0,2.3,0,2000,Internet,Europe
3TS Capital Partners,2004,0,0,0,10,0,2000,Internet,Europe
3TS Capital Partners,2005,0,0,0,10,0,2000,Internet,Europe
3TS Capital Partners,2006,0,0,0,,0,2000,Internet,Europe
3TS Capital Partners,2007,0,0,0,11.900001,0,2000,Internet,Europe
3TS Capital Partners,2008,0,0,0,28,0,2000,Internet,Europe
3TS Capital Partners,2009,0,0,0,14.57,0,2000,Internet,Europe
3TS Capital Partners,2010,0,0,0,4.21,0,2000,Internet,Europe
3TS Capital Partners,2011,0,0,0,48.52,0,2000,Internet,Europe
3TS Capital Partners,2012,0,0,0,6.8299999,0,2000,Internet,Europe
3TS Capital Partners,2014,1,0,0,7.1999998,0,2000,Internet,Europe
3V SourceOne Capital,2000,0,0,0,6.25,0,2000,Medical,Asia
3V SourceOne Capital,2002,0,0,0,38,0,2000,Medical,Asia
3V SourceOne Capital,2003,0,0,0,,0,2000,Medical,Asia
3V SourceOne Capital,2004,0,0,0,26.5,0,2000,Medical,Asia
3V SourceOne Capital,2005,0,0,0,,0,2000,Medical,Asia
3V SourceOne Capital,2006,0,0,0,34.5,0,2000,Medical,Asia
3V SourceOne Capital,2007,0,0,0,10,0,2000,Medical,Asia
3V SourceOne Capital,2008,0,0,0,,0,2000,Medical,Asia
3V SourceOne Capital,2009,0,0,0,,0,2000,Medical,Asia
3V SourceOne Capital,2011,0,0,0,,0,2000,Medical,Asia
3V SourceOne Capital,2012,0,0,0,,0,2000,Medical,Asia
3dsignia,2012,0,0,0,.2,1,2012,Internet,Europe
3i,1987,0,0,0,1,0,1987,Medical,Other
3i,1997,0,0,0,6.9099998,0,1987,Medical,Other
3i,1998,0,0,0,3.9200001,0,1987,Medical,Other
3i,1999,0,0,0,43.18,0,1987,Medical,Other
3i,2000,0,0,0,436.64999,0,1987,Medical,Other
3i,2001,0,0,0,458.51001,0,1987,Medical,Other
3i,2002,0,0,0,256.85001,0,1987,Medical,Other
3i,2003,5,0,0,301.62,0,1987,Medical,Other
3i,2004,4,0,0,851.02002,0,1987,Medical,Other
3i,2005,5,0,0,1042.99,0,1987,Medical,Other
3i,2006,2,0,0,807.82001,0,1987,Medical,Other
3i,2007,8,0,0,970.54999,0,1987,Medical,Other
3i,2008,6,0,0,821.02002,0,1987,Medical,Other
3i,2009,3,0,0,216.78999,0,1987,Medical,Other
3i,2010,2,0,0,81,0,1987,Medical,Other
3i,2011,12,0,0,45.889999,0,1987,Medical,Other
3i,2012,4,0,0,15,0,1987,Medical,Other
3i,2013,5,0,0,94,0,1987,Medical,Other
3i,2014,2,0,0,193.24001,0,1987,Medical,Other
3i Bioscience Investment Trust,2004,0,1,0,52.459999,0,2004,Medical,Europe
3i Infotech,2001,0,1,0,64,0,2001,Software,California
3i US,2002,0,0,0,39,0,2002,Medical,USnonCA
3i US,2003,0,0,0,47.5,0,2002,Medical,USnonCA
3i US,2004,0,0,0,63.599998,0,2002,Medical,USnonCA
3i US,2007,0,1,0,25.5,0,2002,Medical,USnonCA
3taps,2012,0,0,0,2,1,2012,Internet,California
3x5 Special Opportunity Partners,2012,0,0,0,9.3999996,0,2012,Medical,USnonCA
3x5 Special Opportunity Partners,2013,0,0,0,35.5,0,2012,Medical,USnonCA
3x5 Special Opportunity Partners,2014,0,0,0,41.799999,0,2012,Medical,USnonCA
401 Capital Partners Inc.,2004,0,1,0,8.6999998,1,2004,Other Tech,USnonCA
4INFO,2010,0,1,0,,0,2010,Other Tech,USnonCA
4th Level Ventures,2005,0,0,0,4.4200001,1,2004,Medical,Europe
4th Level Ventures,2006,0,0,0,8.1999998,1,2004,Medical,Europe
4th Level Ventures,2007,0,0,0,10,1,2004,Medical,Europe
4th Level Ventures,2008,0,0,0,2.3599999,1,2004,Medical,Europe
4th Level Ventures,2009,0,0,0,10,1,2004,Medical,Europe
4th Level Ventures,2010,0,0,0,12,1,2004,Medical,Europe
4th Level Ventures,2011,0,1,0,17.68,1,2004,Medical,Europe
5 Continents Consulting Group,2010,0,0,0,9,0,2010,Other Tech,Europe
5 Continents Consulting Group,2012,0,0,0,19,0,2010,Other Tech,Europe
5 K Investment GmbH,2013,0,0,0,,0,2013,Software,Europe
50 Partners,2013,0,0,0,.33000001,1,2013,Software,Europe
500 Startups,2009,0,0,0,1.35,1,2005,Internet,California
500 Startups,2010,3,0,0,51.209999,1,2005,Internet,California
500 Startups,2011,8,0,0,108.78,1,2005,Internet,California
500 Startups,2012,21,0,0,216.02,1,2005,Internet,California
500 Startups,2013,16,0,0,289.88,1,2005,Internet,California
500 Startups,2014,4,0,0,73.75,1,2005,Internet,California
500px,2012,2,0,0,2,0,2012,Other Tech,Europe
500px,2014,1,0,0,,0,2012,Other Tech,Europe
5280 Partners,2001,0,0,0,4.5,0,2001,Software,USnonCA
5280 Partners,2003,0,1,0,3.5,0,2001,Software,USnonCA
5AM Ventures,2003,0,0,0,26.75,1,2003,Medical,California
5AM Ventures,2004,0,0,0,48.400002,1,2003,Medical,California
5AM Ventures,2005,0,0,0,146.95,1,2003,Medical,California
5AM Ventures,2006,0,0,0,81,1,2003,Medical,California
5AM Ventures,2007,1,0,0,871.88,1,2003,Medical,California
5AM Ventures,2008,0,0,0,80.300003,1,2003,Medical,California
5AM Ventures,2009,0,0,0,196.29001,1,2003,Medical,California
5AM Ventures,2010,1,0,0,340.5,1,2003,Medical,California
5AM Ventures,2011,0,0,0,114.2,1,2003,Medical,California
5AM Ventures,2012,2,0,0,296.13,1,2003,Medical,California
5AM Ventures,2013,0,0,0,126.7,1,2003,Medical,California
5AM Ventures,2014,0,0,0,172.99001,1,2003,Medical,California
5ideas Startup Superfuel,2013,0,0,0,.5,1,2013,Internet,Asia
5ideas Startup Superfuel,2014,0,0,0,1,1,2013,Internet,Asia
6Wunderkinder GmbH,2013,0,0,0,,0,2013,Other Tech,Europe
6waves Lolapps,2011,1,0,0,,0,2011,Software,California
6waves Lolapps,2012,1,0,0,,0,2011,Software,California
7 Health Ventures,2010,0,1,0,5,1,2008,Medical,Other
7-Eleven,2013,0,0,0,12.1,1,2013,Other,USnonCA
7-Eleven,2014,0,0,0,7.8000002,1,2013,Other,USnonCA
7-Ventures,2014,0,0,0,7.8000002,1,2014,Other,USnonCA
7-Wire Ventures,2012,0,0,0,4,1,2012,Other Tech,USnonCA
7-Wire Ventures,2014,0,0,0,2.5,1,2012,Other Tech,USnonCA
75 Wall Street Technology Partners,2002,0,1,0,14,0,2002,Software,California
77 Ventures,2011,0,0,0,1.45,1,2011,Other Tech,USnonCA
77 Ventures,2012,0,0,0,.75,1,2011,Other Tech,USnonCA
819 Capital,2012,0,0,0,13.4,1,2012,Internet,California
819 Capital,2013,0,0,0,7.5,1,2012,Internet,California
88 Green Ventures,2011,0,0,0,30,0,2011,Other Tech,USnonCA
88 Green Ventures,2012,0,0,0,23,0,2011,Other Tech,USnonCA
88 Green Ventures,2013,0,0,0,24,0,2011,Other Tech,USnonCA
8Capita,2013,0,0,0,.34,0,2013,Other,Asia
99Designs,2012,1,0,0,,0,2012,Other Tech,Other
99Designs,2013,1,0,0,,0,2012,Other Tech,Other
9flats.com,2012,0,0,0,,0,2012,Internet,Other
9th Street Investments,2012,0,0,0,4.3000002,1,2012,Other Tech,USnonCA
9th Street Investments,2013,0,0,0,6.5,1,2012,Other Tech,USnonCA
@Contact,2003,0,1,0,156,0,2003,Internet,USnonCA
@Ventures,1996,0,0,0,8,0,1995,Software,USnonCA
@Ventures,1997,0,0,0,5,0,1995,Software,USnonCA
@Ventures,1998,0,0,0,10,0,1995,Software,USnonCA
@Ventures,1999,0,0,0,56.200001,0,1995,Software,USnonCA
@Ventures,2000,0,0,0,126.6,0,1995,Software,USnonCA
@Ventures,2001,0,0,0,32,0,1995,Software,USnonCA
@Ventures,2002,0,0,0,5,0,1995,Software,USnonCA
@Ventures,2003,0,0,0,13,0,1995,Software,USnonCA
@Ventures,2004,0,0,0,26,0,1995,Software,USnonCA
@Ventures,2005,0,0,0,30,0,1995,Software,USnonCA
@Ventures,2007,0,0,0,101.65,0,1995,Software,USnonCA
@Ventures,2008,0,0,0,26,0,1995,Software,USnonCA
@Ventures,2009,0,0,0,6,0,1995,Software,USnonCA
@Ventures,2010,0,0,0,24.199999,0,1995,Software,USnonCA
@Ventures,2011,0,0,0,25,0,1995,Software,USnonCA
@Ventures,2012,0,0,0,11,0,1995,Software,USnonCA
A Capital,2014,0,0,0,11.77,0,2014,Internet,USnonCA
A Plus Finance,2006,0,0,0,17.34,1,2006,Other Tech,Europe
A Plus Finance,2007,0,0,0,19.32,1,2006,Other Tech,Europe
A Plus Finance,2008,0,0,0,44.779999,1,2006,Other Tech,Europe
A Plus Finance,2009,1,0,0,41.77,1,2006,Other Tech,Europe
A Plus Finance,2010,1,0,0,48.68,1,2006,Other Tech,Europe
A Plus Finance,2011,0,0,0,15.41,1,2006,Other Tech,Europe
A Plus Finance,2012,1,0,0,45.850002,1,2006,Other Tech,Europe
A Plus Finance,2013,0,0,0,18.49,1,2006,Other Tech,Europe
A Plus Finance,2014,0,0,0,6.9699998,1,2006,Other Tech,Europe
A-Grade Investments,2011,0,0,0,19.6,1,2011,Internet,USnonCA
A-Grade Investments,2012,6,0,0,37.099998,1,2011,Internet,USnonCA
A-Grade Investments,2013,0,0,0,36.200001,1,2011,Internet,USnonCA
A-Grade Investments,2014,3,0,0,69.5,1,2011,Internet,USnonCA
A. H. Belo Corporation,2008,0,0,0,8,1,2008,Other Tech,California
A. H. Belo Corporation,2009,0,0,0,9,1,2008,Other Tech,California
A. H. Belo Corporation,2012,1,0,0,22,1,2008,Other Tech,California
A. H. Belo Corporation,2013,0,0,0,9,1,2008,Other Tech,California
A. H. Belo Corporation,2014,0,0,0,14.5,1,2008,Other Tech,California
A. M. Pappas & Associates,1999,0,0,0,11.1,1,1999,Medical,USnonCA
A. M. Pappas & Associates,2000,0,0,0,7,1,1999,Medical,USnonCA
A. M. Pappas & Associates,2002,0,0,0,64.049995,1,1999,Medical,USnonCA
A. M. Pappas & Associates,2003,0,0,0,27.699999,1,1999,Medical,USnonCA
A. M. Pappas & Associates,2004,0,0,0,68.299995,1,1999,Medical,USnonCA
A. M. Pappas & Associates,2005,0,0,0,80,1,1999,Medical,USnonCA
A. M. Pappas & Associates,2006,0,1,0,13,1,1999,Medical,USnonCA
A. Soriano Corporation,2013,0,0,0,53,0,2013,Other,Asia
A.G. Edwards Capital,2000,0,0,0,25,0,2000,Software,USnonCA
A.G. Edwards Capital,2003,0,0,0,,0,2000,Software,USnonCA
A.G. Edwards Capital,2004,0,1,0,22,0,2000,Software,USnonCA
A.G. Edwards and Sons,2001,0,0,0,80,0,2001,Medical,Europe
A.G. Edwards and Sons,2002,0,0,0,19,0,2001,Medical,Europe
A.G. Edwards and Sons,2003,0,0,0,10,0,2001,Medical,Europe
A.G. Edwards and Sons,2005,0,1,0,15,0,2001,Medical,Europe
A.M. Pappas Life Science Ventures,2000,0,0,0,22,0,2000,Medical,California
A.M. Pappas Life Science Ventures,2001,0,0,0,29.299999,0,2000,Medical,California
A.M. Pappas Life Science Ventures,2002,0,1,0,53.099998,0,2000,Medical,California
A123 Systems,2007,0,0,0,,0,2007,Other Tech,California
A123 Systems,2010,0,0,0,246,0,2007,Other Tech,California
A123 Systems,2011,0,0,0,150,0,2007,Other Tech,California
A123 Systems,2014,0,0,0,,0,2007,Other Tech,California
A2D Invest,2010,0,0,0,1.9,1,2010,Other Tech,Europe
A2D Invest,2013,0,0,0,10.5,1,2010,Other Tech,Europe
A2D Invest,2014,0,0,0,8.2600002,1,2010,Other Tech,Europe
A4 Health Systems,2000,0,1,0,,0,2000,Medical,USnonCA
AAC Capital Partners,2001,0,0,0,48,0,2001,Medical,Other
AAC Capital Partners,2002,0,0,0,9.8800001,0,2001,Medical,Other
AAC Capital Partners,2003,0,0,0,55.299999,0,2001,Medical,Other
AAC Capital Partners,2004,0,0,0,5.5999999,0,2001,Medical,Other
AAC Capital Partners,2005,0,0,0,23,0,2001,Medical,Other
AAC Capital Partners,2006,0,0,0,6.3899999,0,2001,Medical,Other
AAC Capital Partners,2007,0,1,0,14.45,0,2001,Medical,Other
AAVIN,2004,0,0,0,15.3,0,2004,Medical,USnonCA
AAVIN,2005,0,0,0,22.1,0,2004,Medical,USnonCA
AAVIN,2007,0,0,0,.23999999,0,2004,Medical,USnonCA
AAVIN,2008,0,0,0,36,0,2004,Medical,USnonCA
AAVIN,2011,0,1,0,8,0,2004,Medical,USnonCA
ABB,2001,0,0,0,73,0,2001,Other Tech,California
ABB,2010,0,0,0,123.26,0,2001,Other Tech,California
ABB,2011,0,1,0,10,0,2001,Other Tech,California
ABB Technology Ventures,2010,0,0,1,1.5,0,2010,Other Tech,California
ABB Technology Ventures,2011,0,0,1,48.5,0,2010,Other Tech,California
ABB Technology Ventures,2012,0,0,1,18.23,0,2010,Other Tech,California
ABB Technology Ventures,2013,0,0,1,23.780001,0,2010,Other Tech,California
ABB Technology Ventures,2014,0,0,1,8.1999998,0,2010,Other Tech,California
ABC Capital,2010,0,0,0,8.0500002,1,2010,Other Tech,Asia
ABC Capital,2011,0,0,0,9.1099997,1,2010,Other Tech,Asia
ABC Capital,2012,0,0,0,2,1,2010,Other Tech,Asia
ABC Laboratories,2010,0,1,0,,1,2010,Medical,USnonCA
ABILITY Network Inc.,2011,0,0,0,,0,2011,Other Tech,USnonCA
ABILITY Network Inc.,2013,0,0,0,,0,2011,Other Tech,USnonCA
ABN AMRO,2000,0,0,0,9.5,0,2000,Medical,Asia
ABN AMRO,2001,0,0,0,29.66,0,2000,Medical,Asia
ABN AMRO,2002,0,0,0,10,0,2000,Medical,Asia
ABN AMRO,2005,0,1,0,100.66,0,2000,Medical,Asia
ABN AMRO Commercial Finance,2013,0,0,0,3.1600001,0,2013,Other,Europe
ABN AMRO Participaties,2000,0,0,0,133.3,0,2000,Medical,Europe
ABN AMRO Participaties,2001,0,0,0,26.5,0,2000,Medical,Europe
ABN AMRO Participaties,2002,0,0,0,20.85,0,2000,Medical,Europe
ABN AMRO Participaties,2003,0,0,0,41.799999,0,2000,Medical,Europe
ABN AMRO Participaties,2004,0,0,0,10.64,0,2000,Medical,Europe
ABN AMRO Participaties,2005,0,0,0,119.22,0,2000,Medical,Europe
ABN AMRO Participaties,2006,0,0,0,15.78,0,2000,Medical,Europe
ABN AMRO Participaties,2009,0,1,0,1.75,0,2000,Medical,Europe
ABN AMRO Private Banking,2009,0,1,0,9.1099997,0,2009,Internet,Europe
ABRT Venture Fund,2006,0,0,0,4.5,1,2006,Internet,Europe
ABRT Venture Fund,2009,0,0,0,8,1,2006,Internet,Europe
ABRT Venture Fund,2010,0,0,0,1,1,2006,Internet,Europe
ABRT Venture Fund,2011,0,0,0,5,1,2006,Internet,Europe
ABRT Venture Fund,2012,0,0,0,65,1,2006,Internet,Europe
ABRT Venture Fund,2013,1,0,0,,1,2006,Internet,Europe
ABRT Venture Fund,2014,0,0,0,5.25,1,2006,Internet,Europe
ABRY Partners,2013,0,0,0,,0,2011,Other Tech,USnonCA
ABS Capital Partners,1997,0,0,0,40,0,1997,Software,USnonCA
ABS Capital Partners,1999,0,0,0,37.5,0,1997,Software,USnonCA
ABS Capital Partners,2000,0,0,0,73.5,0,1997,Software,USnonCA
ABS Capital Partners,2001,0,0,0,100.5,0,1997,Software,USnonCA
ABS Capital Partners,2002,0,0,0,26,0,1997,Software,USnonCA
ABS Capital Partners,2003,0,0,0,15,0,1997,Software,USnonCA
ABS Capital Partners,2004,0,0,0,92,0,1997,Software,USnonCA
ABS Capital Partners,2005,0,0,0,108,0,1997,Software,USnonCA
ABS Capital Partners,2006,0,0,0,85.360001,0,1997,Software,USnonCA
ABS Capital Partners,2007,4,0,0,35,0,1997,Software,USnonCA
ABS Capital Partners,2008,0,0,0,30,0,1997,Software,USnonCA
ABS Capital Partners,2009,0,0,0,52.099998,0,1997,Software,USnonCA
ABS Capital Partners,2010,0,0,0,19,0,1997,Software,USnonCA
ABS Capital Partners,2011,0,0,0,83.25,0,1997,Software,USnonCA
ABS Capital Partners,2012,2,0,0,55.5,0,1997,Software,USnonCA
ABS Capital Partners,2013,3,0,0,44,0,1997,Software,USnonCA
ABS Capital Partners,2014,1,0,0,51.599998,0,1997,Software,USnonCA
ABS Ventures,1999,0,0,0,30.1,0,1996,Software,California
ABS Ventures,2000,0,0,0,349.5,0,1996,Software,California
ABS Ventures,2001,0,0,0,225.96001,0,1996,Software,California
ABS Ventures,2002,0,0,0,22,0,1996,Software,California
ABS Ventures,2003,0,0,0,27,0,1996,Software,California
ABS Ventures,2004,0,0,0,108.5,0,1996,Software,California
ABS Ventures,2005,0,0,0,25.379999,0,1996,Software,California
ABS Ventures,2006,0,0,0,122.7,0,1996,Software,California
ABS Ventures,2007,1,0,0,200.7,0,1996,Software,California
ABS Ventures,2008,2,0,0,86.900002,0,1996,Software,California
ABS Ventures,2009,0,0,0,46.5,0,1996,Software,California
ABS Ventures,2010,0,0,0,33.299999,0,1996,Software,California
ABS Ventures,2011,2,0,0,197.5,0,1996,Software,California
ABS Ventures,2012,1,0,0,27.700001,0,1996,Software,California
ABS Ventures,2014,0,0,0,,0,1996,Software,California
AC Ventures,2000,0,0,0,15,0,2000,Other,USnonCA
AC Ventures,2008,0,1,0,6,0,2000,Other,USnonCA
ACCERA,2004,0,0,0,8,0,2004,Other Tech,USnonCA
ACCERA,2005,0,1,0,10,0,2004,Other Tech,USnonCA
ACCERES BETEILIGUNGSMANAGEMENT & KG,2007,0,1,0,,0,2007,Software,Europe
ACCION Venture Lab,2013,0,0,0,4.0999999,1,2011,Other,Other
ACCION Venture Lab,2014,1,0,0,16.200001,1,2011,Other,Other
ACE Fund,2014,0,0,0,2.73,0,2014,Other Tech,California
ACE Management,2001,0,0,0,3.3399999,0,2001,Software,Europe
ACE Management,2002,0,0,0,7,0,2001,Software,Europe
ACE Management,2003,0,0,0,10.99,0,2001,Software,Europe
ACE Management,2004,0,0,0,1.5700001,0,2001,Software,Europe
ACE Management,2005,0,0,0,31.789999,0,2001,Software,Europe
ACE Management,2006,0,0,0,21.68,0,2001,Software,Europe
ACE Management,2007,1,0,0,36.77,0,2001,Software,Europe
ACE Management,2008,0,0,0,9.21,0,2001,Software,Europe
ACE Management,2009,0,0,0,3.3,0,2001,Software,Europe
ACE Management,2010,0,0,0,7.71,0,2001,Software,Europe
ACE Management,2011,0,0,0,20.16,0,2001,Software,Europe
ACE Management,2013,0,0,0,78.18,0,2001,Software,Europe
ACG Capital,2000,0,1,0,2.8599999,0,2000,Other Tech,Europe
ACT,2012,0,0,0,2.5,1,2012,Software,California
ACT,2013,0,0,0,4,1,2012,Software,California
ACT,2014,0,0,0,3.7,1,2012,Software,California
ACT Holding B.V.,2007,0,1,0,,0,2000,Other Tech,Other
ACT Venture Capital,1999,0,0,0,19,0,1999,Software,Europe
ACT Venture Capital,2000,0,0,0,136.5,0,1999,Software,Europe
ACT Venture Capital,2001,0,0,0,7.5,0,1999,Software,Europe
ACT Venture Capital,2002,0,0,0,2.8499999,0,1999,Software,Europe
ACT Venture Capital,2003,0,0,0,21.75,0,1999,Software,Europe
ACT Venture Capital,2004,1,0,0,30.68,0,1999,Software,Europe
ACT Venture Capital,2005,0,0,0,77.589996,0,1999,Software,Europe
ACT Venture Capital,2006,0,0,0,43.23,0,1999,Software,Europe
ACT Venture Capital,2007,1,0,0,41.98,0,1999,Software,Europe
ACT Venture Capital,2008,0,0,0,15.099999,0,1999,Software,Europe
ACT Venture Capital,2009,0,0,0,39.599998,0,1999,Software,Europe
ACT Venture Capital,2010,0,0,0,28.860001,0,1999,Software,Europe
ACT Venture Capital,2011,0,0,0,18.639999,0,1999,Software,Europe
ACT Venture Capital,2012,0,0,0,13.309999,0,1999,Software,Europe
ACT Venture Capital,2013,1,0,0,22.030001,0,1999,Software,Europe
ACT Venture Capital,2014,0,0,0,1.67,0,1999,Software,Europe
ACTIVE Venture Partners,2006,0,0,0,3.03,1,2005,Internet,Europe
ACTIVE Venture Partners,2007,0,0,0,9.7799997,1,2005,Internet,Europe
ACTIVE Venture Partners,2008,0,0,0,,1,2005,Internet,Europe
ACTIVE Venture Partners,2009,0,0,0,22.02,1,2005,Internet,Europe
ACTIVE Venture Partners,2010,0,0,0,.69,1,2005,Internet,Europe
ACTIVE Venture Partners,2011,0,0,0,1.3,1,2005,Internet,Europe
