firm_name,year,successful_investments,out_of_business,corporate_venture_firm,monetary_size_deals_year_usdmn,early_stage_investor,first_investment_year,venture_firm_industry,venture_firm_location
CITA Gestion,2006,1,0,0,2.2,1,2000,Other,Europe
CITA Gestion,2007,0,0,0,1.42,1,2000,Other,Europe
CITA Gestion,2008,0,1,0,,1,2000,Other,Europe
CITIC Capital,2009,0,0,0,20,0,2009,Other Tech,Asia
CITIC Capital,2011,0,0,0,113.9,0,2009,Other Tech,Asia
CITIC Capital,2012,0,0,0,30.200001,0,2009,Other Tech,Asia
CITIC Capital,2013,0,0,0,103.87,0,2009,Other Tech,Asia
CITIC Capital,2014,0,0,0,74.760002,0,2009,Other Tech,Asia
CITIC Private Equity Funds Management,2010,0,0,0,48.27,0,2009,Internet,Asia
CITIC Private Equity Funds Management,2011,0,1,0,230,0,2009,Internet,Asia
CITP Advisors,2011,0,1,0,240,0,2011,Other Tech,Asia
CIVC Partners,2008,0,1,0,35,0,2008,Other Tech,Asia
CLK Design Automation,2007,1,1,0,,0,2007,Other Tech,California
CLR Investors,2011,0,0,0,49,0,2011,Other Tech,USnonCA
CLR Investors,2012,0,0,0,17,0,2011,Other Tech,USnonCA
CLSA Capital Partners,2007,0,0,0,22.5,0,2007,Other Tech,Asia
CLSA Capital Partners,2012,0,0,0,39.57,0,2007,Other Tech,Asia
CLSA Capital Partners,2013,0,0,0,13,0,2007,Other Tech,Asia
CM Capital Investments,2002,0,0,0,12,1,2002,Medical,Other
CM Capital Investments,2003,0,0,0,10,1,2002,Medical,Other
CM Capital Investments,2005,0,0,0,21.790001,1,2002,Medical,Other
CM Capital Investments,2006,0,0,0,20.4,1,2002,Medical,Other
CM Capital Investments,2007,0,0,0,59.220001,1,2002,Medical,Other
CM Capital Investments,2008,0,0,0,31.500002,1,2002,Medical,Other
CM Capital Investments,2009,0,0,0,35,1,2002,Medical,Other
CM Capital Investments,2010,0,0,0,30.49,1,2002,Medical,Other
CM Capital Investments,2011,0,0,0,16.5,1,2002,Medical,Other
CM Capital Investments,2012,0,0,0,23.4,1,2002,Medical,Other
CM Capital Investments,2013,0,0,0,,1,2002,Medical,Other
CM Capital Investments,2014,0,0,0,20,1,2002,Medical,Other
CM Equity Partners,2009,0,1,0,,0,2009,Other Tech,USnonCA
CM&D Pharma Limited,2009,0,1,0,,0,2009,Medical,Europe
CM-CIC Capital Finance,2005,0,0,0,.89999998,0,2005,Medical,Europe
CM-CIC Capital Finance,2007,0,0,0,11.38,0,2005,Medical,Europe
CM-CIC Capital Finance,2008,0,0,0,2.3699999,0,2005,Medical,Europe
CM-CIC Capital Finance,2010,0,0,0,7.96,0,2005,Medical,Europe
CM-CIC Capital Finance,2011,0,0,0,11.52,0,2005,Medical,Europe
CM-CIC Capital Finance,2012,0,0,0,11.86,0,2005,Medical,Europe
CM-CIC Capital Finance,2013,0,0,0,65.849998,0,2005,Medical,Europe
CMC Capital,2010,0,1,0,14.1,0,2010,Other Tech,Asia
CME Group Inc.,2014,0,0,0,30,0,2014,Other Tech,California
CMEA Capital,1999,0,0,0,41,0,1999,Medical,California
CMEA Capital,2000,0,0,0,215.37,0,1999,Medical,California
CMEA Capital,2001,0,0,0,303.14999,0,1999,Medical,California
CMEA Capital,2002,0,0,0,185.40001,0,1999,Medical,California
CMEA Capital,2003,0,0,0,247.3,0,1999,Medical,California
CMEA Capital,2004,0,0,0,246.5,0,1999,Medical,California
CMEA Capital,2005,0,0,0,382.20001,0,1999,Medical,California
CMEA Capital,2006,0,0,0,468.10001,0,1999,Medical,California
CMEA Capital,2007,0,0,0,571.12,0,1999,Medical,California
CMEA Capital,2008,0,0,0,601.78003,0,1999,Medical,California
CMEA Capital,2009,0,0,0,595.20001,0,1999,Medical,California
CMEA Capital,2010,0,0,0,191.77,0,1999,Medical,California
CMEA Capital,2011,0,0,0,235.7,0,1999,Medical,California
CMEA Capital,2012,0,0,0,49,0,1999,Medical,California
CMEA Capital,2013,0,0,0,21.699999,0,1999,Medical,California
CMEA Capital,2014,0,0,0,77.5,0,1999,Medical,California
CMF Asset Management Company,2001,0,0,0,1000,1,2001,Other Tech,Asia
CMF Asset Management Company,2003,0,0,0,23,1,2001,Other Tech,Asia
CMF Asset Management Company,2004,0,0,0,12,1,2001,Other Tech,Asia
CMF Asset Management Company,2005,0,1,0,4.5,1,2001,Other Tech,Asia
CMGI,2000,0,1,0,10,0,2000,Software,USnonCA
CMHJ Partners,2004,0,1,0,25,0,2004,Other Tech,Asia
CMS Companies,2000,0,0,0,45.200001,0,2000,Internet,California
CMS Companies,2003,0,0,0,17.5,0,2000,Internet,California
CMS Companies,2006,0,1,0,,0,2000,Internet,California
CMS Financial Services,2001,0,1,0,19,0,2001,Other Tech,USnonCA
CMS Small Cap,2004,0,0,0,.93000001,1,2004,Other,California
CMS Small Cap,2010,0,1,0,4.8000002,1,2004,Other,California
CN Investment Partners,2009,0,1,0,10,0,2009,Medical,California
CNF Investments,2004,0,0,0,37,1,2004,Medical,USnonCA
CNF Investments,2005,0,0,0,27,1,2004,Medical,USnonCA
CNF Investments,2006,1,0,0,73.75,1,2004,Medical,USnonCA
CNF Investments,2007,0,0,0,17.84,1,2004,Medical,USnonCA
CNF Investments,2008,0,0,0,63.5,1,2004,Medical,USnonCA
CNF Investments,2009,0,0,0,3.4000001,1,2004,Medical,USnonCA
CNF Investments,2010,0,0,0,13.900001,1,2004,Medical,USnonCA
CNF Investments,2011,0,0,0,45,1,2004,Medical,USnonCA
CNF Investments,2012,0,0,0,1.51,1,2004,Medical,USnonCA
CNF Investments,2013,0,0,0,35.450001,1,2004,Medical,USnonCA
CNF Investments,2014,0,0,0,21.6,1,2004,Medical,USnonCA
CNF Ventures,2000,0,0,1,5,1,2000,Internet,Europe
CNF Ventures,2001,0,0,1,1.5,1,2000,Internet,Europe
CNF Ventures,2002,0,0,1,6,1,2000,Internet,Europe
CNF Ventures,2003,0,0,1,,1,2000,Internet,Europe
CNF Ventures,2010,0,1,1,,1,2000,Internet,Europe
CNet,1997,0,0,0,10,1,1997,Internet,California
CNet,2000,0,0,0,42,1,1997,Internet,California
CNet,2005,0,0,0,1.1,1,1997,Internet,California
CNet,2007,0,0,0,1.5,1,1997,Internet,California
CNet,2009,0,0,0,4.3000002,1,1997,Internet,California
CNet,2013,2,0,0,,1,1997,Internet,California
CNet,2014,2,0,0,,1,1997,Internet,California
COM Holdings,2003,0,1,0,,0,2003,Other Tech,USnonCA
CP Group,2004,0,0,0,10,1,2004,Other Tech,USnonCA
CP Group,2006,0,1,0,10,1,2004,Other Tech,USnonCA
CPMG,2007,0,0,0,28.799999,0,2006,Medical,USnonCA
CPMG,2008,0,0,0,3,0,2006,Medical,USnonCA
CPMG,2009,0,0,0,32,0,2006,Medical,USnonCA
CPMG,2010,0,1,0,78,0,2006,Medical,USnonCA
CPP Investment Board,2011,0,1,0,85,0,2011,Other Tech,USnonCA
CPR Ventures,2001,0,1,0,3.1400001,0,2001,Software,Europe
CPower,2008,0,1,0,,0,2008,Other Tech,USnonCA
CRB Inverbio,2010,0,0,0,8.1099997,1,2009,Medical,Europe
CRB Inverbio,2012,0,0,0,1.97,1,2009,Medical,Europe
CRB Inverbio,2013,0,0,0,6.5300002,1,2009,Medical,Europe
CRB Inverbio,2014,0,0,0,9.4699993,1,2009,Medical,Europe
CREATE Partners,2006,0,0,0,1.5599999,1,2006,Other Tech,Europe
CREATE Partners,2007,0,0,0,1.97,1,2006,Other Tech,Europe
CREATE Partners,2009,0,1,0,,1,2006,Other Tech,Europe
CRIL,2001,0,1,0,32,0,2001,Software,Europe
CRP Ventures,2013,0,0,0,2.75,0,2013,Other Tech,California
CRP Ventures,2014,0,0,0,2.73,0,2013,Other Tech,California
CSA Partners,2014,0,0,0,8,1,2014,Internet,USnonCA
CSIdentity Corporation,2011,0,1,0,,0,2011,Software,USnonCA
CSK Ventures,2005,0,1,0,9,0,2005,Software,USnonCA
CSR plc,2010,0,0,0,,1,2010,Other,USnonCA
CSR plc,2012,0,0,0,23,1,2010,Other,USnonCA
CSR plc,2014,0,0,0,3,1,2010,Other,USnonCA
CSV Capital Partners,2009,0,0,0,5.4299998,1,2004,Other,Asia
CSV Capital Partners,2010,0,0,0,,1,2004,Other,Asia
CSV Capital Partners,2011,0,0,0,,1,2004,Other,Asia
CSV Capital Partners,2012,0,0,0,,1,2004,Other,Asia
CSX Corp.,2003,0,1,0,10,1,2003,Software,California
CTC Capital,2008,0,1,0,14.2,0,2008,Other,Asia
CTC Communications Corp.,2004,0,1,0,52,0,2004,Other Tech,California
CTI Holdings,2001,0,1,0,24,0,2001,Other Tech,USnonCA
CTI Life Sciences Fund,2007,0,0,0,86.290001,1,2005,Medical,Other
CTI Life Sciences Fund,2008,0,0,0,4,1,2005,Medical,Other
CTI Life Sciences Fund,2009,0,0,0,12.25,1,2005,Medical,Other
CTI Life Sciences Fund,2010,0,0,0,29,1,2005,Medical,Other
CTI Life Sciences Fund,2012,0,0,0,17.110001,1,2005,Medical,Other
CTI Life Sciences Fund,2013,0,0,0,25,1,2005,Medical,Other
CTQuan,2013,0,0,0,11.4,0,2013,Other Tech,Other
CV Starr,2010,0,0,0,60,0,2010,Software,USnonCA
CV Starr,2013,0,0,0,30,0,2010,Software,USnonCA
CVC,2003,0,1,0,,0,2003,Medical,Europe
CVC Group,2008,0,0,0,5.48,0,2008,Other Tech,Other
CVC Group,2011,0,1,0,.25,0,2008,Other Tech,Other
CVM Capital value Management GmbH,2006,0,0,0,6,1,2006,Other Tech,California
CVM Capital value Management GmbH,2007,0,1,0,6,1,2006,Other Tech,California
CW Group,1995,0,0,0,6.5999999,0,1995,Medical,USnonCA
CW Group,1997,0,0,0,14.599999,0,1995,Medical,USnonCA
CW Group,2000,0,0,0,28,0,1995,Medical,USnonCA
CW Group,2001,0,0,0,34.900002,0,1995,Medical,USnonCA
CW Group,2002,0,0,0,90,0,1995,Medical,USnonCA
CW Group,2003,0,0,0,19,0,1995,Medical,USnonCA
CW Group,2005,0,0,0,113.5,0,1995,Medical,USnonCA
CW Group,2007,0,0,0,20,0,1995,Medical,USnonCA
CW Group,2013,0,0,0,,0,1995,Medical,USnonCA
CWC Asset Advisors,2010,0,0,0,4.6999998,0,2010,Medical,California
CWC Asset Advisors,2011,0,1,0,23,0,2010,Medical,California
CX,2011,0,1,0,,0,2011,Internet,USnonCA
CX Partners,2008,0,0,0,,0,2008,Other Tech,California
CX Partners,2009,0,0,0,,0,2008,Other Tech,California
CX Partners,2013,0,0,0,18,0,2008,Other Tech,California
CXC Capital,2010,0,1,0,21.940001,0,2010,Other Tech,Asia
CYM Ventures,2011,0,1,0,14,0,2011,Other Tech,California
Cabaret Security Ltd.,2002,0,1,0,12,0,2002,Software,USnonCA
Cabiedes & Partners,2008,0,0,0,21.300001,1,2008,Internet,Europe
Cabiedes & Partners,2009,0,0,0,.11,1,2008,Internet,Europe
Cabiedes & Partners,2010,0,0,0,1.3199999,1,2008,Internet,Europe
Cabiedes & Partners,2011,0,0,0,4.7199998,1,2008,Internet,Europe
Cabiedes & Partners,2012,0,0,0,17.809999,1,2008,Internet,Europe
Cabiedes & Partners,2013,0,0,0,8.4700003,1,2008,Internet,Europe
Cabiedes & Partners,2014,3,0,0,14.28,1,2008,Internet,Europe
Cable News Network,2002,0,0,0,27,0,2002,Other Tech,USnonCA
Cable News Network,2007,0,1,0,2,0,2002,Other Tech,USnonCA
Cabletron Systems,1998,0,0,0,31.200001,0,1998,Other Tech,USnonCA
Cabletron Systems,2000,0,0,0,16.5,0,1998,Other Tech,USnonCA
Cabletron Systems,2001,0,1,0,60,0,1998,Other Tech,USnonCA
Cabot Technology Solutions,2013,0,0,0,.25,1,2013,Software,Other
Cadence Design Systems,2000,0,0,0,8,0,2000,Other Tech,USnonCA
Cadence Design Systems,2001,0,0,0,14,0,2000,Other Tech,USnonCA
Cadence Design Systems,2003,0,0,0,8.5,0,2000,Other Tech,USnonCA
Cadence Design Systems,2004,0,0,0,52,0,2000,Other Tech,USnonCA
Cadence Design Systems,2005,0,0,0,31,0,2000,Other Tech,USnonCA
Cadence Design Systems,2007,0,0,0,7,0,2000,Other Tech,USnonCA
Cadence Design Systems,2008,0,0,0,5.5,0,2000,Other Tech,USnonCA
Cadence Design Systems,2009,0,0,0,7.1900001,0,2000,Other Tech,USnonCA
Cadence Design Systems,2011,0,1,0,6.5999999,0,2000,Other Tech,USnonCA
Cadent Energy Partners,2011,0,1,0,14.4,1,2011,Other Tech,USnonCA
Caduceus Capital,2000,0,0,0,40,0,2000,Medical,USnonCA
Caduceus Capital,2002,0,1,0,18,0,2000,Medical,USnonCA
Caerus Ventures,2013,0,0,0,.69999999,1,2013,Other Tech,USnonCA
Caerus Ventures,2014,0,0,0,5.1700001,1,2013,Other Tech,USnonCA
CafePress,2008,0,0,0,15,0,2008,Internet,USnonCA
CafePress,2011,0,0,0,4.5,0,2008,Internet,USnonCA
CafePress,2012,0,0,0,8.3000002,0,2008,Internet,USnonCA
Caffeinated Capital,2014,0,0,0,6,0,2014,Software,USnonCA
Cahn Medical Technologies,2006,0,1,0,18.4,0,2006,Medical,USnonCA
Caisse Nationale des Caisses d'Epargne,2008,0,1,0,28.870001,0,2008,Other Tech,Europe
Caisse de depot et placement du Quebec,2000,0,0,0,25,0,2000,Medical,Other
Caisse de depot et placement du Quebec,2002,0,0,0,33,0,2000,Medical,Other
Caisse de depot et placement du Quebec,2004,0,0,0,22.129999,0,2000,Medical,Other
Caisse de depot et placement du Quebec,2005,0,0,0,16,0,2000,Medical,Other
Caisse de depot et placement du Quebec,2007,0,0,0,44.299999,0,2000,Medical,Other
Caisse de depot et placement du Quebec,2008,0,0,0,45,0,2000,Medical,Other
Caisse de depot et placement du Quebec,2009,0,0,0,4,0,2000,Medical,Other
Caisse de depot et placement du Quebec,2011,0,0,0,61,0,2000,Medical,Other
Caisse de depot et placement du Quebec,2012,0,0,0,26,0,2000,Medical,Other
Caisse de depot et placement du Quebec,2013,0,0,0,112.47,0,2000,Medical,Other
Caixa Capital Risc,2007,0,0,0,8.7600002,1,2007,Medical,Europe
Caixa Capital Risc,2008,0,0,0,6.3000002,1,2007,Medical,Europe
Caixa Capital Risc,2009,0,0,0,3.1900001,1,2007,Medical,Europe
Caixa Capital Risc,2010,0,0,0,6.4200001,1,2007,Medical,Europe
Caixa Capital Risc,2011,0,0,0,44.790001,1,2007,Medical,Europe
Caixa Capital Risc,2012,0,0,0,15.849999,1,2007,Medical,Europe
Caixa Capital Risc,2013,0,0,0,43.209999,1,2007,Medical,Europe
Caixa Capital Risc,2014,0,0,0,14.14,1,2007,Medical,Europe
Caja Navarra,2008,0,0,0,9.8999996,0,2008,Medical,California
Caja Navarra,2009,0,0,0,.52999997,0,2008,Medical,California
Caja Navarra,2010,0,0,0,2.04,0,2008,Medical,California
Caja Navarra,2011,0,0,0,7.4100003,0,2008,Medical,California
Caja Navarra,2012,0,0,0,5.6300001,0,2008,Medical,California
Caja de Burgos,2008,0,1,0,4.0100002,0,2008,Medical,Europe
Calao Finance,2012,0,0,0,2.54,0,2012,Internet,Europe
Calao Finance,2013,0,0,0,3.0699999,0,2012,Internet,Europe
Calculus Capital,2010,0,0,0,4.7399998,0,2010,Other,Europe
Calculus Capital,2013,0,0,0,17.379999,0,2010,Other,Europe
Calculus Capital,2014,0,0,0,11.67,0,2010,Other,Europe
Calcutta Angels,2013,0,0,0,.12,1,2013,Internet,Asia
Calcutta Angels,2014,0,0,0,,1,2013,Internet,Asia
Caledonia Investments,2007,0,0,0,14.1,0,2007,Other Tech,Europe
Caledonia Investments,2010,0,1,0,2,0,2007,Other Tech,Europe
Calendar Holdings LLC,2012,0,0,0,1.3,1,2012,Internet,USnonCA
Calendars.com LLC,2012,0,0,0,1.3,1,2012,Internet,USnonCA
Calera Capital,2009,0,1,0,50,0,2009,Internet,California
California Clean Energy Fund,2008,0,0,0,.75,1,2008,Other Tech,California
California Clean Energy Fund,2010,0,0,0,1,1,2008,Other Tech,California
California Clean Energy Fund,2011,0,0,0,27,1,2008,Other Tech,California
California Clean Energy Fund,2012,0,0,0,4.3000002,1,2008,Other Tech,California
California Clean Energy Fund,2013,0,0,0,16,1,2008,Other Tech,California
California Energy Commission,2010,0,0,0,18.74,0,2010,Other Tech,California
California Energy Commission,2012,0,0,0,30,0,2010,Other Tech,California
California HealthCare Foundation,2011,0,0,0,.5,0,2011,Software,California
California HealthCare Foundation,2012,0,0,0,1.5,0,2011,Software,California
California HealthCare Foundation,2013,0,0,0,1,0,2011,Software,California
California Institute of Technology,2005,0,0,0,,1,2005,Other Tech,California
California Institute of Technology,2008,0,0,0,2.5,1,2005,Other Tech,California
California Institute of Technology,2012,0,0,0,6,1,2005,Other Tech,California
California Public Employees' Retirement System (CalPERS),2002,0,1,0,47.860001,0,2002,Medical,USnonCA
California State Teachers' Retirement System (CalSTRS),2010,0,0,0,150,0,2010,Other Tech,California
California State Teachers' Retirement System (CalSTRS),2011,0,0,0,200,0,2010,Other Tech,California
California State Teachers' Retirement System (CalSTRS),2012,0,0,0,80,0,2010,Other Tech,California
California Technology Ventures,2001,0,0,0,1.5,0,2001,Medical,California
California Technology Ventures,2002,0,0,0,15,0,2001,Medical,California
California Technology Ventures,2004,0,0,0,70.5,0,2001,Medical,California
California Technology Ventures,2006,0,0,0,82.5,0,2001,Medical,California
California Technology Ventures,2007,0,0,0,123.1,0,2001,Medical,California
California Technology Ventures,2008,0,0,0,17.5,0,2001,Medical,California
California Technology Ventures,2009,0,0,0,15.679999,0,2001,Medical,California
California Technology Ventures,2010,0,0,0,20.199999,0,2001,Medical,California
California Technology Ventures,2011,0,0,0,35,0,2001,Medical,California
California Technology Ventures,2012,0,0,0,64.900002,0,2001,Medical,California
California Technology Ventures,2013,0,0,0,40,0,2001,Medical,California
Calix,2010,2,1,0,171,0,2010,Software,California
Calliode,2013,0,0,0,2.03,0,2006,Software,Europe
Calmedica Capital,2002,0,1,0,10,0,2002,Medical,California
Calnetix,2010,0,1,0,12.6,0,2010,Other Tech,California
Caltos Capital,2003,0,1,0,13.8,1,2003,Other Tech,California
Calumet Venture Fund,2011,0,0,0,7.5,1,2009,Software,USnonCA
Calumet Venture Fund,2013,0,0,0,4,1,2009,Software,USnonCA
Calumet Venture Fund,2014,0,0,0,6,1,2009,Software,USnonCA
Calvert Investments,2003,0,0,0,20,0,2003,Other Tech,USnonCA
Calvert Investments,2004,0,0,0,,0,2003,Other Tech,USnonCA
Calvert Investments,2006,0,0,0,18.4,0,2003,Other Tech,USnonCA
Calvert Investments,2009,0,0,0,50,0,2003,Other Tech,USnonCA
Calvert Investments,2011,0,0,0,.75,0,2003,Other Tech,USnonCA
Calvert Investments,2013,0,0,0,8,0,2003,Other Tech,USnonCA
Calvert Social Investment Fund,2000,0,0,0,.5,1,2000,Other Tech,USnonCA
Calvert Social Investment Fund,2001,0,0,0,1.8,1,2000,Other Tech,USnonCA
Calvert Social Investment Fund,2003,0,0,0,.25,1,2000,Other Tech,USnonCA
Calvert Social Investment Fund,2005,0,0,0,1,1,2000,Other Tech,USnonCA
Calvert Social Investment Fund,2006,0,0,0,2.25,1,2000,Other Tech,USnonCA
Calvert Social Investment Fund,2007,0,0,0,17.1,1,2000,Other Tech,USnonCA
Calvert Social Investment Fund,2008,1,0,0,,1,2000,Other Tech,USnonCA
Calvert Social Investment Fund,2012,0,0,0,2.4000001,1,2000,Other Tech,USnonCA
Calvert Social Investment Fund,2013,0,0,0,7,1,2000,Other Tech,USnonCA
Calvert Social Venture,2000,0,0,0,26,1,2000,Other Tech,California
Calvert Social Venture,2007,0,0,0,3.75,1,2000,Other Tech,California
Calvert Social Venture,2009,0,0,0,,1,2000,Other Tech,California
Calvert Social Venture,2011,0,1,0,25.4,1,2000,Other Tech,California
Calvert Street Capital Partners,2001,0,0,0,17,0,2001,Medical,USnonCA
Calvert Street Capital Partners,2004,0,1,0,10,0,2001,Medical,USnonCA
Calysta,2014,0,0,0,,0,2014,Medical,Other
Cambia Health Solutions,2013,0,0,0,20.110001,1,2012,Medical,USnonCA
Cambia Health Solutions,2014,0,0,0,24.6,1,2012,Medical,USnonCA
Cambria Group,1999,0,1,0,7,0,1999,Other Tech,California
Cambrian Ventures,2004,0,0,0,14.5,1,2004,Software,California
Cambrian Ventures,2005,0,0,0,31.199999,1,2004,Software,California
Cambrian Ventures,2006,0,0,0,14.7,1,2004,Software,California
Cambrian Ventures,2007,2,0,0,25,1,2004,Software,California
Cambrian Ventures,2008,0,0,0,14,1,2004,Software,California
Cambrian Ventures,2009,0,0,0,19,1,2004,Software,California
Cambrian Ventures,2010,0,0,0,46,1,2004,Software,California
Cambrian Ventures,2011,3,0,0,50,1,2004,Software,California
Cambrian Ventures,2013,2,0,0,,1,2004,Software,California
Cambrian Ventures,2014,0,0,0,,1,2004,Software,California
Cambridge Angels,2002,0,0,0,.30000001,1,2002,Software,California
Cambridge Angels,2005,0,0,0,8.75,1,2002,Software,California
Cambridge Angels,2006,0,0,0,3.2,1,2002,Software,California
Cambridge Angels,2007,0,0,0,11.16,1,2002,Software,California
Cambridge Angels,2008,0,0,0,21,1,2002,Software,California
Cambridge Angels,2010,0,0,0,2.8800001,1,2002,Software,California
Cambridge Angels,2011,0,0,0,18.280001,1,2002,Software,California
Cambridge Angels,2012,0,0,0,12.23,1,2002,Software,California
Cambridge Angels,2013,0,0,0,12.72,1,2002,Software,California
Cambridge Angels,2014,0,0,0,7.5300002,1,2002,Software,California
Cambridge Capital Group,2005,0,0,0,17.220001,1,2005,Other Tech,Europe
Cambridge Capital Group,2006,0,0,0,5.7599998,1,2005,Other Tech,Europe
Cambridge Capital Group,2007,0,0,0,35.880001,1,2005,Other Tech,Europe
Cambridge Capital Group,2010,0,0,0,1.58,1,2005,Other Tech,Europe
Cambridge Capital Group,2011,0,0,0,5.6300001,1,2005,Other Tech,Europe
Cambridge Capital Group,2012,0,0,0,4.3299999,1,2005,Other Tech,Europe
Cambridge Capital Group,2013,0,0,0,9.2399998,1,2005,Other Tech,Europe
Cambridge Capital Group,2014,0,0,0,3.8199999,1,2005,Other Tech,Europe
Cambridge Capital Partners,2008,0,1,0,18,0,2008,Other Tech,Europe
Cambridge Consultants,2011,0,0,0,,0,2011,Other Tech,Europe
Cambridge Consultants,2014,0,0,0,10.03,0,2011,Other Tech,Europe
Cambridge Enterprise Seed Funds,2006,0,0,0,7.02,1,2003,Medical,Europe
Cambridge Enterprise Seed Funds,2007,0,0,0,.89999998,1,2003,Medical,Europe
Cambridge Enterprise Seed Funds,2008,0,0,0,.30000001,1,2003,Medical,Europe
Cambridge Enterprise Seed Funds,2010,0,0,0,,1,2003,Medical,Europe
Cambridge Enterprise Seed Funds,2011,0,0,0,3.23,1,2003,Medical,Europe
Cambridge Enterprise Seed Funds,2013,0,0,0,15.53,1,2003,Medical,Europe
Cambridge Enterprise Seed Funds,2014,0,0,0,5.0799999,1,2003,Medical,Europe
Cambridge Gateway Fund,2001,0,0,0,4.9000001,0,2001,Internet,Europe
Cambridge Gateway Fund,2003,0,0,0,1.4400001,0,2001,Internet,Europe
Cambridge Gateway Fund,2004,0,0,0,11,0,2001,Internet,Europe
Cambridge Gateway Fund,2005,0,0,0,46.869999,0,2001,Internet,Europe
Cambridge Gateway Fund,2006,0,0,0,20,0,2001,Internet,Europe
Cambridge Gateway Fund,2007,0,1,0,19.800001,0,2001,Internet,Europe
Cambridge Technology Partners,1998,0,0,0,8.6000004,0,1998,Software,California
Cambridge Technology Partners,1999,0,0,0,36.400002,0,1998,Software,California
Cambridge Technology Partners,2000,0,1,0,50,0,1998,Software,California
Cambridge University,2002,0,0,0,3.75,1,2000,Other Tech,Europe
Cambridge University,2013,0,0,0,,1,2000,Other Tech,Europe
Cambridge West Ventures,2010,0,0,0,4,1,2010,Other Tech,USnonCA
Cambridge West Ventures,2012,0,0,0,9,1,2010,Other Tech,USnonCA
Cambridge West Ventures,2013,0,0,0,16,1,2010,Other Tech,USnonCA
CambridgeLight Partners,2007,0,1,0,2,1,2007,Other,USnonCA
Camcor Capital,2005,0,1,0,33,0,2005,Other,Other
Camden Partners,2001,1,0,0,16,0,2001,Medical,USnonCA
Camden Partners,2002,0,0,0,33.5,0,2001,Medical,USnonCA
Camden Partners,2003,0,0,0,9.5,0,2001,Medical,USnonCA
Camden Partners,2005,0,0,0,6.5,0,2001,Medical,USnonCA
Camden Partners,2006,0,0,0,13,0,2001,Medical,USnonCA
Camden Partners,2007,1,0,0,64,0,2001,Medical,USnonCA
Camden Partners,2008,0,0,0,,0,2001,Medical,USnonCA
Camden Partners,2009,0,0,0,22.6,0,2001,Medical,USnonCA
Camden Partners,2010,0,0,0,55,0,2001,Medical,USnonCA
Camden Partners,2011,3,0,0,65.5,0,2001,Medical,USnonCA
Camden Partners,2012,1,0,0,14,0,2001,Medical,USnonCA
Camden Partners,2013,0,0,0,60,0,2001,Medical,USnonCA
Camden Partners,2014,0,0,0,56.099998,0,2001,Medical,USnonCA
Camelot Capital,1997,0,1,0,6.0999999,0,1997,Software,California
Camelot Venture Group,2000,0,0,0,50,0,1999,Internet,California
Camelot Venture Group,2001,0,0,0,,0,1999,Internet,California
Camelot Venture Group,2003,0,0,0,1.5,0,1999,Internet,California
Camelot Venture Group,2006,0,1,0,32,0,1999,Internet,California
Camp One Ventures,2013,0,0,0,3.5,1,2013,Internet,California
Camp One Ventures,2014,0,0,0,3,1,2013,Internet,California
CampVentures,2003,0,0,0,1.5,1,2003,Other Tech,California
CampVentures,2004,0,0,0,6.8000002,1,2003,Other Tech,California
CampVentures,2006,0,0,0,8.9499998,1,2003,Other Tech,California
CampVentures,2007,0,0,0,13.41,1,2003,Other Tech,California
CampVentures,2009,0,0,0,6.5,1,2003,Other Tech,California
CampVentures,2011,0,0,0,39.5,1,2003,Other Tech,California
CampVentures,2012,0,0,0,8,1,2003,Other Tech,California
CampVentures,2013,0,0,0,19,1,2003,Other Tech,California
Campbell Scientific,2011,0,1,0,3,0,2011,Other Tech,USnonCA
Camros Capital,2010,0,0,0,15,0,2010,Medical,USnonCA
Camros Capital,2011,0,0,0,55,0,2010,Medical,USnonCA
Camros Capital,2013,0,0,0,40,0,2010,Medical,USnonCA
Canaan Partners,1996,0,0,0,4.5,0,1996,Medical,Other
Canaan Partners,1997,0,0,0,49,0,1996,Medical,Other
Canaan Partners,1998,0,0,0,54.5,0,1996,Medical,Other
Canaan Partners,1999,0,0,0,64.449997,0,1996,Medical,Other
Canaan Partners,2000,0,0,0,251.55,0,1996,Medical,Other
Canaan Partners,2001,0,0,0,161,0,1996,Medical,Other
Canaan Partners,2002,0,0,0,283.29999,0,1996,Medical,Other
Canaan Partners,2003,0,0,0,70.799995,0,1996,Medical,Other
Canaan Partners,2004,3,0,0,432.35001,0,1996,Medical,Other
Canaan Partners,2005,0,0,0,466.57999,0,1996,Medical,Other
Canaan Partners,2006,1,0,0,473.88998,0,1996,Medical,Other
Canaan Partners,2007,2,0,0,652.29999,0,1996,Medical,Other
Canaan Partners,2008,2,0,0,412.95001,0,1996,Medical,Other
Canaan Partners,2009,3,0,0,370.51999,0,1996,Medical,Other
Canaan Partners,2010,7,0,0,547.70001,0,1996,Medical,Other
Canaan Partners,2011,7,0,0,1005,0,1996,Medical,Other
Canaan Partners,2012,8,0,0,557.90997,0,1996,Medical,Other
Canaan Partners,2013,4,0,0,417.76001,0,1996,Medical,Other
Canaan Partners,2014,3,0,0,600.91998,0,1996,Medical,Other
Canaccord Capital,2006,0,0,0,47.850002,0,2006,Other Tech,USnonCA
Canaccord Capital,2008,0,0,0,24.33,0,2006,Other Tech,USnonCA
Canaccord Capital,2009,0,0,0,18.799999,0,2006,Other Tech,USnonCA
